2525Charlie1stTen,2525Charlie,2525DeltaSymbolSet,2525DeltaEntity,2525DeltaMod1,2525DeltaMod2,Remarks
WOS-IBBBM-,WOS-IBBBM-P----,46,110106,00,00,
WOS-IBGL--,WOS-IBGL--P----,46,110107,00,00,
WOS-IBGLM-,WOS-IBGLM-P----,46,110108,00,00,
WOS-IBF---,WOS-IBF---P----,46,110109,00,00,
WOS-IBII--,WOS-IBII--P----,46,110110,00,00,
,,46,110200,00,00,
WOS-ICWB--,WOS-ICWB--P----,46,110201,00,00,
WOS-ICWR--,WOS-ICWR--P----,46,110202,00,00,
WOS-ICIF--,WOS-ICIF--P----,46,110203,00,00,
,,46,110300,00,00,
WOS-IDC---,WOS-IDC---P----,46,110301,00,00,
WOS-IDD---,WOS-IDD---P----,46,110302,00,00,
WOS-IDS---,WOS-IDS---P----,46,110303,00,00,
WO-DIDID--,WO-DIDID---L---,46,110304,00,00,
WOS-II----,WOS-II----P----,46,110400,00,00,
WOS-IITM--,WOS-IITM--P----,46,110401,00,00,
WOS-IITE--,WOS-IITE--P----,46,110402,00,00,
WOS-IIP---,WOS-IIP---P----,46,110403,00,00,
,,46,110500,00,00,
WO-DILOV--,WO-DILOV---L---,46,110501,00,00,
WO-DILUC--,WO-DILUC---L---,46,110502,00,00,
WO-DILOR--,WO-DILOR---L---,46,110503,00,00,
WO-DILIEO-,WO-DILIEO--L---,46,110504,00,00,
WO-DILIEE-,WO-DILIEE--L---,46,110505,00,00,
WO-DILIER-,WO-DILIER--L---,46,110506,00,00,
,,46,110600,00,00,
WO-DIOC---,WO-DIOC----L---,46,110601,00,00,
WO-DIOCS--,WO-DIOCS---L---,46,110602,00,00,
WO-DIOL---,WO-DIOL----L---,46,110603,00,00,
WO-DIOLF--,WO-DIOLF---L---,46,110604,00,00,
WOS-ISC---,WOS-ISC---P----,46,110700,00,00,
WOS-ISS---,WOS-ISS---P----,46,110701,00,00,
,,46,110800,00,00,
WOS-ITRH--,WOS-ITRH--P----,46,110801,00,00,
WOS-ITR---,WOS-ITR---P----,46,110802,00,00,
WOS-ITBB--,WOS-ITBB--P----,46,110803,00,00,
,,46,120000,00,00,
,,46,120100,00,00,
WOS-HDS---,WOS-HDS---P----,46,120101,00,00,
WO-DHDDL--,WO-DHDDL---L---,46,120102,00,00,
WO-DHDDC--,WO-DHDDC---L---,46,120103,00,00,
WO-DHDDA--,WO-DHDDA----A--,46,120104,00,00,
,,46,120200,00,00,
WO-DHCC---,WO-DHCC----L---,46,120201,00,00,
WO-DHCI---,WO-DHCI-----A--,46,120202,00,00,
WO-DHCB---,WO-DHCB-----A--,46,120203,00,00,
WO-DHCW---,WO-DHCW-----A--,46,120204,00,00,
WO-DHCF---,WO-DHCF----L---,46,120205,00,00,
WO-DHCF---,WO-DHCF-----A--,46,120206,00,00,
,,46,120300,00,00,
,,46,120301,00,00,
WOS-HPB-O-,WOS-HPB-O-P----,46,120302,00,00,
WOS-HPB-A-,WOS-HPB-A-P----,46,120303,00,00,
WOS-HPBA--,WOS-HPBA--P----,46,120304,00,00,
WO-DHPBA--,WO-DHPBA---L---,46,120305,00,00,
WO-DHPBA--,WO-DHPBA----A--,46,120306,00,00,
WOS-HPCP--,WOS-HPCP--P----,46,120307,00,00,
WO-DHPBP--,WO-DHPBP---L---,46,120308,00,00,
WOS-HPFH--,WOS-HPFH--P----,46,120309,00,00,
WOS-HPFS--,WOS-HPFS--P----,46,120310,00,00,
WOS-HPFS--,WOS-HPFS---L---,46,120311,00,00,
WOS-HPFF--,WOS-HPFF----A--,46,120312,00,00,
,,46,120313,00,00,
WO-DHPMD--,WO-DHPMD----A--,46,120314,00,00,
WOS-HPML--,WOS-HPML--P----,46,120315,00,00,
WO-DHPMO--,WO-DHPMO--P----,46,120316,00,00,
WO-DHPMO--,WO-DHPMO---L---,46,120317,00,00,
WO-DHPMO--,WO-DHPMO----A--,46,120318,00,00,
WO-DHPMRA-,WO-DHPMRA--L---,46,120319,00,00,
WO-DHPMRB-,WO-DHPMRB--L---,46,120320,00,00,
WOS-HPM-R-,WOS-HPM-R-P----,46,120321,00,00,
WOS-HPM-FC,WOS-HPM-FC-L---,46,120322,00,00,
WOS-HPM-CC,WOS-HPM-CC-L---,46,120323,00,00,
WOS-HPD---,WOS-HPD---P----,46,120324,00,00,
,,46,120325,00,00,
WO-DHPSPA-,WO-DHPSPA--L---,46,120326,00,00,
WO-DHPSPB-,WO-DHPSPB--L---,46,120327,00,00,
WO-DHPSPS-,WO-DHPSPS--L---,46,120328,00,00,
,,46,120400,00,00,
WOS-HABA--,WOS-HABA--P----,46,120401,00,00,
WOS-HABB--,WOS-HABB--P----,46,120402,00,00,
WOS-HABM--,WOS-HABM--P----,46,120403,00,00,
WOS-HABP--,WOS-HABP--P----,46,120404,00,00,
WO-DHABP--,WO-DHABP----A--,46,120405,00,00,
WOS-HAL---,WOS-HAL---P----,46,120406,00,00,
WO-DHALLA-,WO-DHALLA--L---,46,120407,00,00,
WOS-HALV--,WOS-HALV--P----,46,120408,00,00,
WOS-HALH--,WOS-HALH--P----,46,120409,00,00,
,,46,120500,00,00,
WOS-HHRS--,WOS-HHRS--P----,46,120501,00,00,
WOS-HHRA--,WOS-HHRA--P----,46,120502,00,00,
WO-DHHD---,WO-DHHD-----A--,46,120503,00,00,
WOS-HHDF--,WOS-HHDF--P----,46,120504,00,00,
WO-DHHDF--,WO-DHHDF----A--,46,120505,00,00,
WO-DHHDK--,WO-DHHDK--P----,46,120506,00,00,
WO-DHHDK--,WO-DHHDK----A--,46,120507,00,00,
WOS-HHDS--,WOS-HHDS--P----,46,120508,00,00,
WOS-HHDWA-,WOS-HHDWA-P----,46,120509,00,00,
WOS-HHDWB-,WOS-HHDWB-P----,46,120510,00,00,
WO-DHHDB--,WO-DHHDB---L---,46,120511,00,00,
WOS-HHDR--,WOS-HHDR---L---,46,120512,00,00,
WOS-HHDE--,WOS-HHDE--P----,46,120513,00,00,
WO-DHHDD--,WO-DHHDD----A--,46,120514,00,00,
,,46,120600,00,00,
WOS-BFC-S-,WOS-BFC-S-P----,46,120601,00,00,
WOS-BFC-M-,WOS-BFC-M-P----,46,120602,00,00,
WOS-BFC-CL,WOS-BFC-CLP----,46,120603,00,00,
WOS-BFC-SI,WOS-BFC-SIP----,46,120604,00,00,
WOS-BFC-ST,WOS-BFC-STP----,46,120605,00,00,
WOS-BFC-G-,WOS-BFC-G-P----,46,120606,00,00,
WOS-BFC-P-,WOS-BFC-P-P----,46,120607,00,00,
WOS-BFC-CB,WOS-BFC-CBP----,46,120608,00,00,
WOS-BFC-R-,WOS-BFC-R-P----,46,120609,00,00,
WOS-BFC-CO,WOS-BFC-COP----,46,120610,00,00,
WOS-BFC-SH,WOS-BFC-SHP----,46,120611,00,00,
WOS-BFQ-F-,WOS-BFQ-F-P----,46,120612,00,00,
WOS-BFQ-M-,WOS-BFQ-M-P----,46,120613,00,00,
WOS-BFQ-C-,WOS-BFQ-C-P----,46,120614,00,00,
,,46,120700,00,00,
WOS-TCCW--,WOS-TCCW--P----,46,120701,00,00,
WO-DTCCCFE,WO-DTCCCFE-L---,46,120702,00,00,
WO-DTCCCFF,WO-DTCCCFF-L---,46,120703,00,00,
WOS-TCCTD-,WOS-TCCTD-P----,46,120704,00,00,
WOS-TCCTG-,WOS-TCCTG-P----,46,120705,00,00,
,,46,130000,00,00,
,,46,130100,00,00,
WO-DOBVA--,WO-DOBVA----A--,46,130101,00,00,
WO-DOBVB--,WO-DOBVB----A--,46,130102,00,00,
WO-DOBVC--,WO-DOBVC----A--,46,130103,00,00,
WO-DOBVD--,WO-DOBVD----A--,46,130104,00,00,
WO-DOBVE--,WO-DOBVE----A--,46,130105,00,00,
WO-DOBVF--,WO-DOBVF----A--,46,130106,00,00,
WO-DOBVG--,WO-DOBVG----A--,46,130107,00,00,
WO-DOBVH--,WO-DOBVH----A--,46,130108,00,00,
WO-DOBVI--,WO-DOBVI----A--,46,130109,00,00,
,,46,130200,00,00,
WO-DBSF---,WO-DBSF-----A--,46,130201,00,00,
WO-DBSG---,WO-DBSG-----A--,46,130202,00,00,
WO-DBSM---,WO-DBSM-----A--,46,130203,00,00,
WO-DBST---,WO-DBST-----A--,46,130204,00,00,
,,46,140000,00,00,
,,46,140100,00,00,
WO-DGMSR--,WO-DGMSR----A--,46,140101,00,00,
WO-DGMSC--,WO-DGMSC----A--,46,140102,00,00,
WO-DGMSSVS,WO-DGMSSVS--A--,46,140103,00,00,
WO-DGMSSC-,WO-DGMSSC---A--,46,140104,00,00,
WO-DGMSSM-,WO-DGMSSM---A--,46,140105,00,00,
WO-DGMSSF-,WO-DGMSSF---A--,46,140106,00,00,
WO-DGMSSVF,WO-DGMSSVF--A--,46,140107,00,00,
WO-DGMSIVF,WO-DGMSIVF--A--,46,140108,00,00,
WO-DGMSIF-,WO-DGMSIF---A--,46,140109,00,00,
WO-DGMSIM-,WO-DGMSIM---A--,46,140110,00,00,
WO-DGMSIC-,WO-DGMSIC---A--,46,140111,00,00,
WO-DGMSB--,WO-DGMSB----A--,46,140112,00,00,
WO-DGMS-CO,WO-DGMS-CO--A--,46,140113,00,00,
WO-DGMS-PH,WO-DGMS-PH--A--,46,140114,00,00,
WO-DGMS-SH,WO-DGMS-SH--A--,46,140115,00,00,
WO-DGML---,WO-DGML-----A--,46,140116,00,00,
WO-DGMN---,WO-DGMN-----A--,46,140117,00,00,
WO-DGMRS--,WO-DGMRS----A--,46,140118,00,00,
WO-DGMRM--,WO-DGMRM----A--,46,140119,00,00,
WO-DGMRR--,WO-DGMRR----A--,46,140120,00,00,
WO-DGMCL--,WO-DGMCL----A--,46,140121,00,00,
WO-DGMCM--,WO-DGMCM----A--,46,140122,00,00,
WO-DGMCH--,WO-DGMCH----A--,46,140123,00,00,
WO-DGMIBA-,WO-DGMIBA---A--,46,140124,00,00,
WO-DGMIBB-,WO-DGMIBB---A--,46,140125,00,00,
WO-DGMIBC-,WO-DGMIBC---A--,46,140126,00,00,
WO-DGMIBD-,WO-DGMIBD---A--,46,140127,00,00,
WO-DGMIBE-,WO-DGMIBE---A--,46,140128,00,00,
WO-DGMBCA-,WO-DGMBCA---A--,46,140129,00,00,
WO-DGMBCB-,WO-DGMBCB---A--,46,140130,00,00,
WO-DGMBCC-,WO-DGMBCC---A--,46,140131,00,00,
WO-DGMBTA-,WO-DGMBTA---A--,46,140132,00,00,
WO-DGMBTB-,WO-DGMBTB---A--,46,140133,00,00,
WO-DGMBTC-,WO-DGMBTC---A--,46,140134,00,00,
WO-DGMBTD-,WO-DGMBTD---A--,46,140135,00,00,
WO-DGMBTE-,WO-DGMBTE---A--,46,140136,00,00,
WO-DGMBTF-,WO-DGMBTF---A--,46,140137,00,00,
WO-DGMBTG-,WO-DGMBTG---A--,46,140138,00,00,
WO-DGMBTH-,WO-DGMBTH---A--,46,140139,00,00,
WO-DGMBTI-,WO-DGMBTI---A--,46,140140,00,00,
,,46,150000,00,00,
WO-DL-ML--,WO-DL-ML---L---,46,150100,00,00,
WO-DL-MA--,WO-DL-MA----A--,46,150200,00,00,
WO-DL-RA--,WO-DL-RA---L---,46,150300,00,00,
WO-DL-SA--,WO-DL-SA----A--,46,150400,00,00,
WO-DL-TA--,WO-DL-TA----A--,46,150500,00,00,
WO-DL-O---,WO-DL-O-----A--,46,150600,00,00,
,,46,160000,00,00,
WO-DMCA---,WO-DMCA----L---,46,160100,00,00,
WO-DMCC---,WO-DMCC-----A--,46,160200,00,00,
WO-DMCD---,WO-DMCD----L---,46,160300,00,00,
WOS-MF----,WOS-MF----P----,46,160400,00,00,
WOS-ML----,WOS-ML----P----,46,160500,00,00,
WOS-MOA---,WOS-MOA---P----,46,160600,00,00,
WO-DMOA---,WO-DMOA-----A--,46,160700,00,00,
WO-DMPA---,WO-DMPA----L---,46,160800,00,00,
WOS-MPA---,WOS-MPA---P----,46,160900,00,00,
,,47,110000,00,00,
IUPPSCD---,IUPPSCD-----***,50,110100,53,00,
IUAPSCC---,IUAPSCC-----***,50,110100,11,00,
IUAPSCO---,IUAPSCO-----***,50,110100,47,00,
IUAPSCP---,IUAPSCP-----***,50,110100,49,00,
IUAPSCS---,IUAPSCS-----***,50,110100,57,00,
IUGPSCC---,IUGPSCC-----***,52,110100,11,00,
IUGPSCO---,IUGPSCO-----***,52,110100,47,00,
IUGPSCP---,IUGPSCP-----***,52,110100,49,00,
IUGPSCS---,IUGPSCS-----***,52,110100,57,00,
IUGPSCT---,IUGPSCT-----***,52,110100,60,00,
IUSPSCC---,IUSPSCC-----***,53,110100,11,00,
IUSPSCO---,IUSPSCO-----***,53,110100,47,00,
IUSPSCP---,IUSPSCP-----***,53,110100,49,00,
IUSPSCS---,IUSPSCS-----***,53,110100,57,00,
IUUPSCO---,IUUPSCO-----***,54,110100,47,00,
IUUPSCP---,IUUPSCP-----***,54,110100,49,00,
IUUPSCS---,IUUPSCS-----***,54,110100,57,00,
IUPPSRD---,IUPPSRD-----***,50,110300,14,00,
IUPPSRE---,IUPPSRE-----***,50,110300,15,00,
IUPPSRI---,IUPPSRI-----***,50,110300,24,00,
IUPPSRM---,IUPPSRM-----***,50,110300,39,00,
IUPPSRT---,IUPPSRT-----***,50,110300,58,00,
IUPPSRS---,IUPPSRS-----***,50,110300,54,00,
IUPPSRU---,IUPPSRU-----***,50,110300,62,00,
IUAPSRAI--,IUAPSRAI----***,51,110300,03,00,
IUAPSRAS--,IUAPSRAS----***,51,110300,02,00,
IUAPSRC---,IUAPSRC-----***,51,110300,10,00,
IUAPSRD---,IUAPSRD-----***,51,110300,14,00,
IUAPSRE---,IUAPSRE-----***,51,110300,16,00,
IUAPSRF---,IUAPSRF-----***,51,110300,17,00,
IUAPSRI---,IUAPSRI-----***,51,110300,24,00,
IUAPSRMA--,IUAPSRMA----***,51,110300,35,00,
IUAPSRMD--,IUAPSRMD----***,51,110300,37,00,
IUAPSRMG--,IUAPSRMG----***,51,110300,40,00,
IUAPSRMT--,IUAPSRMT----***,51,110300,42,00,
IUAPSRMF--,IUAPSRMF----***,51,110300,39,00,
IUAPSRTI--,IUAPSRTI----***,51,110300,59,00,
IUAPSRTA--,IUAPSRTA----***,51,110300,58,00,
IUAPSRTT--,IUAPSRTT----***,51,110300,61,00,
IUAPSRU---,IUAPSRU-----***,51,110300,62,00,
IUGPSRAT--,IUGPSRAT----***,52,110300,06,00,
IUGPSRAA--,IUGPSRAA----***,52,110300,01,00,
IUGPSRB---,IUGPSRB-----***,52,110300,08,00,
IUGPSRCS--,IUGPSRCS----***,52,110300,12,00,
IUGPSRCA--,IUGPSRCA----***,52,110300,09,00,
IUGPSRD---,IUGPSRD-----***,52,110300,14,00,
IUGPSRE---,IUGPSRE-----***,52,110300,16,00,
IUGPSRF---,IUGPSRF-----***,52,110300,17,00,
IUGPSRH---,IUGPSRH-----***,52,110300,19,00,
IUGPSRI---,IUGPSRI-----***,52,110300,21,00,
IUGPSRMM--,IUGPSRMM----***,52,110300,38,00,
IUGPSRMA--,IUGPSRMA----***,52,110300,35,00,
IUGPSRMG--,IUGPSRMG----***,52,110300,40,00,
IUGPSRMT--,IUGPSRMT----***,52,110300,42,00,
IUGPSRMF--,IUGPSRMF----***,52,110300,39,00,
IUGPSRS---,IUGPSRS-----***,52,110300,56,00,
IUGPSRTA--,IUGPSRTA----***,52,110300,58,00,
IUGPSRTI--,IUGPSRTI----***,52,110300,59,00,
IUGPSRTT--,IUGPSRTT----***,52,110300,61,00,
IUGPSRU---,IUGPSRU-----***,52,110300,62,00,
IUSPSRAT--,IUSPSRAT----***,53,110300,06,00,
IUSPSRAA--,IUSPSRAA----***,53,110300,01,00,
IUSPSRCA--,IUSPSRCA----***,53,110300,09,00,
IUSPSRCI--,IUSPSRCI----***,53,110300,10,00,
IUSPSRD---,IUSPSRD-----***,53,110300,14,00,
IUSPSRE---,IUSPSRE-----***,53,110300,16,00,
IUSPSRF---,IUSPSRF-----***,53,110300,17,00,
IUSPSRH---,IUSPSRH-----***,53,110300,19,00,
IUSPSRI---,IUSPSRI-----***,53,110300,21,00,
IUSPSRMM--,IUSPSRMM----***,53,110300,38,00,
IUSPSRMA--,IUSPSRMA----***,53,110300,35,00,
IUSPSRMG--,IUSPSRMG----***,53,110300,40,00,
IUSPSRMT--,IUSPSRMT----***,53,110300,42,00,
IUSPSRMF--,IUSPSRMF----***,53,110300,39,00,
IUSPSRS---,IUSPSRS-----***,53,110300,55,00,
IUSPSRTA--,IUSPSRTA----***,53,110300,58,00,
IUSPSRTI--,IUSPSRTI----***,53,110300,59,00,
IUSPSRTT--,IUSPSRTT----***,53,110300,61,00,
IUSPSRU---,IUSPSRU-----***,53,110300,62,00,
IUUPSRD---,IUUPSRD-----***,54,110300,14,00,
IUUPSRE---,IUUPSRE-----***,54,110300,16,00,
IUUPSRM---,IUUPSRM-----***,54,110300,39,00,
IUUPSRS---,IUUPSRS-----***,54,110300,55,00,
IUUPSRT---,IUUPSRT-----***,54,110300,58,00,
IUUPSRU---,IUUPSRU-----***,54,110300,62,00,
,,60,110000,00,00,
,,60,110100,00,00,
,,60,110200,00,00,
,,60,110300,00,00,
,,60,110400,00,00,
,,60,120000,00,00,
,,60,120100,00,00,
,,60,120101,00,00,
,,60,120102,00,00,
,,60,120103,00,00,
,,60,120104,00,00,
,,60,120200,00,00,
,,60,120201,00,00,
,,60,120202,00,00,
,,60,120203,00,00,
,,60,120204,00,00,
,,60,130000,00,00,
,,60,130100,00,00,
,,60,130200,00,00,
,,60,130300,00,00,
,,60,130400,00,00,
,,60,140000,00,00,
,,60,140100,00,00,
,,60,140200,00,00,
,,60,140300,00,00,
,,60,140400,00,00,
,,60,140500,00,00,
,,60,140600,00,00,
,,60,140700,00,00,
,,60,140800,00,00,
,,60,140900,00,00,
,,60,141000,00,00,
,,60,141100,00,00,
,,60,141200,00,00,
WOS-HHDMDF,WOS-HHDMDF,98,110000,00,00,Retired
WOS-HHDMDB,WOS-HHDMDB,98,110000,00,00,Retired
G*GPGLB---,G*GPGLB---****X,25,110100,,,
SUGPUCII--,SUGPUCII-------,10,121105,0,0,
SUGPUCAW--,SUGPUCAW-------,15,120100,0,0,
SUGPUCAWS-,SUGPUCAWS-*****,10,120400,01,51,
SUGPUCFRMR,SUGPUCFRMR*****,10,130301,41,51,
SFGPUCFRMT,SFGPUCFRMT*****,10,130302,41,47,
######################################################,,,,,,
# 2525C -> D ones left out of original table(2nd Tab),,,,,,
SUZP------,SUZP------*****,00,000000,00,00,
SUAP------,SUAP------*****,01,000000,00,00,
SUGP------,SUGP------*****,15,000000,00,00,
SUGPU-----,SUGPU-----*****,10,000000,00,00,
SUGPUH----,SUGPUH----*****,10,000000,00,00,Substitute,Needs HQ Code=2
SUGPUCDSC-,SUGPUCDSC-*****,10,111101,00,00,Substitute
SUGPUCDSS-,SUGPUCDSS-*****,10,111101,00,00,Substitute
SUGPUCDSV-,SUGPUCDSV-*****,10,111101,00,00,Substitute
SUGPUCDMLA,SUGPUCDMLA*****,10,111107,00,00,Substitute
SUGPUCDHH-,SUGPUCDHH-*****,10,111107,00,00,Substitute
SUGPUCDHP-,SUGPUCDHP-*****,10,111107,00,00,Substitute
SUGPUCA---,SUGPUCA---*****,10,120500,00,00,Repeat
SUGPUCAAD-,SUGPUCAAD-*****,10,120401,00,00,Repeat
SUGPUCAAA-,SUGPUCAAA-*****,10,120401,00,00,Repeat-Ech/Mob=33
SUGPUCAAAT,SUGPUCAAAT*****,10,120500,00,00,Repeat
SUGPUCAWA-,SUGPUCAWA-*****,15,120100,00,00,Substitute
SUGPUCAWL-,SUGPUCAWL-*****,15,120100,00,00,Substitute 
SUGPUCAWM-,SUGPUCAWM-*****,15,120100,00,00,Substitute
SUGPUCAWH-,SUGPUCAWH-*****,15,120100,00,00,Substitute
SUGPUCAWR-,SUGPUCAWR-*****,15,120100,00,00,Substitute
SUGPUCAWWR,SUGPUCAWWR*****,15,120100,00,00,Substitute
SUGPUCAAAS,SUGPUCAAAS*****,15,120100,00,00,Substitute
SUGPUCAWWR,SUGPUCAWWR*****,15,120100,00,00,Substitute
SUGPUCVR--,SUGPUCVR--*****,10,120600,00,00,Repeat
SUGPUCVRS-,SUGPUCVRS-*****,10,120601,00,00,Repeat
SUGPUCFHX-,SUGPUCFHX-*****,10,130300,00,00,Substitute
SUGPUCFR--,SUGPUCFR--*****,10,130300,00,00,Substitute,Mobility=52
SUGPUCFTCD,SUGPUCFTCD*****,10,130400,00,00,Repeat
SUGPUCFML-,SUGPUCFML-*****,10,130300,00,00,Substitute,Mobility=52
SUGPUCRV--,SUGPUCRV--*****,10,121303,00,00,Repeat,Same as Recon SUGPUCR---
SUGPUCRVA-,SUGPUCRVA-*****,10,120501,00,00,Repeat,Recon tracked (120501)	
SUGPUCRVG-,SUGPUCRVG-*****,10,121300,00,00,Repeat
#S*GPUCSG--*****,Repeat,Use Combat, Internal Security Force code
#S*GPUCSGD-*****,Repeat?
#S*GPUUACRS*****,Repeat?
#S*GPUUMSEA*****,Repeat?
SUGPUUMR--,SUGPUUMR--*****,10,151000,00,00,Repeat,Repeat of SUGPUUM---*****
#S*GPUUL---*****,Repeat?
#S*GPUUSCL-*****,Repeat?
#S*GPUUSMS-*****,Repeat?
#S*GPUUSW--*****,Repeat?
#S*GPUUI---*****,Repeat?
#S*GPUSS3AT*****,Repeat?,Use Theater amplifier
#S*GPUSS3AC*****,Repeat?,Use Theater amplifier
#S*GPUSXR--*****,Repeat?
#S*GPUSXRT-*****,Repeat?
#S*GPUSXRC-*****,Repeat?
SUGPE-----,SUGPE-----*****,15,000000,00,00,
#S*GPEWMATR*****,Repeat?,Use Theater amplifier
#S*GPEWMATE*****,Repeat?,Use Theater amplifier
#S*GPEWHLS-*****,Repeat?,Use Mobiliity amplifier
#S*GPEWHMS-*****,Repeat?,Use Mobiliity amplifier
#S*GPEWHHS-*****,Repeat?,Use Mobiliity amplifier
#S*GPEWDLS-*****,Repeat?,Use Mobiliity amplifier
#S*GPEWDMS-*****,Repeat?,Use Mobiliity amplifier
#S*GPEWDHS-*****,Repeat?,Use Mobiliity amplifier
#S*GPEVC---*****,Repeat?,Use Mod1 civilian
SUGPI-----,SUGPI-----H----,20,000000,00,00,
#S*GPIR----H****,Repeat?
#S*GPIP----H****,Repeat?
#S*GPIU----H****,Repeat?
#S*GPIUR---H****,Repeat?
#S*GPIUT---H****,Repeat?
#S*GPIUED--H****,Repeat?
#S*GPIUEF--H****,Repeat?
#S*SPCPSUM-*****,Deleted 
#S*SPCH----*****,Deleted 	
SUSPNH----,SUSPNH----*****,30,140107,00,00,
SUSP------,SUSP------*****,30,000000,00,00,
SUUP------,SUUP------*****,35,000000,00,00,
SUUPSN----,SUUPSN----*****,35,110100,00,06,Substitute
SUUPSNF---,SUUPSNF---*****,35,110100,00,06,Substitute
SUUPSNA---,SUUPSNA---*****,35,110100,00,06,Substitute
SUUPSNM---,SUUPSNM---*****,35,110100,00,06,Substitute
SUUPSNG---,SUUPSNG---*****,35,110100,00,06,Substitute
SUUPSNB---,SUUPSNB---*****,35,110100,00,06,Substitute
SUUPSC----,SUUPSC----*****,35,110100,00,02,Substitute
SUUPSCF---,SUUPSCF---*****,35,110100,00,02,Substitute
SUUPSCA---,SUUPSCA---*****,35,110100,00,02,Substitute
SUUPSCM---,SUUPSCM---*****,35,110100,00,02,Substitute
SUUPSCG---,SUUPSCG---*****,35,110100,00,02,Substitute
SUUPSCB---,SUUPSCB---*****,35,110100,00,02,Substitute
SUUPSOF---,SUUPSOF---*****,35,110101,00,00,Substitute,Deleted
SUUPSK----,SUUPSK----*****,35,110102,00,00,Substitute,Deleted 
#S*UPWMGC--*****		
#S*UPWMMC--*****		
#S*UPWMFC--*****		
#S*UPWMC---*****		
#S*FPAH----*****,Repeat?
G*GPDAB---,G*GPDAB---****X,25,151201,,,Repeat
G*OPSB----,G*OPSB----****X,25,218700,,,Repeat,Repeat of G*OPSBN---****X
OUIPR-----,OUIPR-----*****,11,110400,00,00,Repeat
EUOPDD----,EUOPDD----*****,40,150100,00,00,
EUOPA-----,EUOPA-----*****,40,131300,00,00,Repeat
EUOPB-----,EUOPB-----*****,40,131300,00,00,Repeat
EUOPBJ----,EUOPBJ----*****,40,131200,00,00,Repeat,Needs Team echelon amplifier
EUOPC-----,EUOPC-----*****,40,131300,00,00,Substitute
SUGPIMV---,S*GPIMV---H****,20,121306,00,00,Repeat,Repeat of EUFPLH----H****
######################################################,,,,,,
## New Mappings
S*APWB----,S*APWB---------,02,110000,00,00,Substitute,Substitute Air Missile for Bomb symbol
